year,ncessch,school_name,state_location,lea_name,school_level,school_type,charter,highest_grade_offered,elem_cedp,middle_cedp,high_cedp,enrollment,gleaid,school_id,geo_longitude,geo_latitude,leaid,geocode_accuracy,geocode_accuracy_detailed,state_leaid,state_fips_geo,county_fips_geo,seasch,street_mailing,puma,tract,city_mailing,state_mailing,block_group,geoid_block,zip_mailing,street_location,census_region,census_division,city_location,csa,cbsa,zip_location,phone,cbsa_name,cbsa_type,fips,latitude,cbsa_city,place_fips,longitude,geoid_place,place_name,urban_centric_locale,class_code,upper_chamber,county_code,congress_district_id,state_leg_district_upper,upper_chamber_name,state_leg_district_lower,lower_chamber,lower_chamber_name,lower_chamber_type,sch_internet_fiber,sch_internet_wifi,sch_internet_schdev,sch_internet_studdev,sch_internet_wifiendev,students_chronically_absent,enrl_IB,enrl_gifted_talented,enrl_AP,enrl_AP_science,enrl_AP_math,enrl_AP_other,students_AP_exam_none,students_AP_exam_oneormore,students_AP_pass_none,students_AP_pass_oneormore,enrl_dual_enrollment,students_SAT_ACT,enrl_biology,enrl_chemistry,enrl_advanced_math,enrl_calculus,enrl_algebra2,enrl_physics,enrl_geometry,students_susp_in_sch,students_susp_out_sch_single,students_susp_out_sch_multiple,days_suspended,suspensions_instances,suspensions_instances_preschool,expulsions_no_ed_serv,expulsions_with_ed_serv,expulsions_zero_tolerance,students_corporal_punish,corpinstances,corpinstances_preschool,students_arrested,students_referred_law_enforce,transfers_alt_sch_disc,read_test_num_valid,read_test_pct_prof_midpt,math_test_num_valid,math_test_pct_prof_midpt,cohort_num,grad_rate_midpt,teachers_fte_crdc,teachers_certified_fte,teachers_uncertified_fte,teachers_first_year_fte,teachers_second_year_fte,teachers_current_sy,teachers_previous_sy,teachers_absent_fte,instructional_aides_fte,counselors_fte,support_fte,social_workers_fte,administration_fte,psychologists_fte,nurses_fte,law_enforcement_fte,security_guard_fte,law_enforcement_ind,salaries_teachers,salaries_total,salaries_instruc_staff,salaries_instructional_aides,salaries_support,salaries_administration,expenditures_nonpersonnel,lowest_grade_offered,lunch_program,teachers_fte,school_status,bureau_indian_education,title_i_status,title_i_eligible,title_i_schoolwide,magnet,shared_time,virtual
mixed - most recent,"080399001091","Preston Middle School","CO","Poudre School District R-1","Middle","Regular school","No","8","No","Yes","No","545","03990","0801091","-105.0252","40.5186","0803990","Not applicable","Street address","CO-1550","Colorado","8069","1550-7161","4901 CORBETT DRIVE","00200","1607","FORT COLLINS","CO","1","080690016071","80528","4901 CORBETT DRIVE","West","Mountain","FORT COLLINS","Not applicable","22660","80528","(970)488-7300","Fort Collins-Loveland, CO","Metropolitan statistical area","Colorado","40.5186","Yes","27425","-105.0252","0827425","Fort Collins city","City, midsize","Governmentally active (incorporated)","08014","8069","802","08014","State Senate District 14","08052","08052","State House District 52","State house district","Yes","Yes","Yes","No","1048","","","","","","","","","","","","","0","","","","","","","","19","11","1","52.000","14.000","-2.000","0","0","0","Missing/not reported","-1.000","-1.000","0","0","0.000","","","","","","","57.000","57.840","0.000","0.480","24.720","72.000","71.000","37.000","0.980","4.000","6.400","0.000","4.970","0.000","0.000","1.000","0.000","Yes","3039586","3863665.250","2665904","48359.398","379318.812","396400.719","220750.000","6","Yes participating without using any Provision or the CEP","31","Open","","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No"
mixed - most recent,"080726001256","Primero Elementary School","CO","Primero Reorganized School District No. 2","Primary","Regular school","No","5","Yes","No","No","145","07260","0801256","-104.793057","37.128165","0807260","Not applicable","Street address","CO-1590","Colorado","8071","1590-7160","20200 STATE HIGHWAY 12","00501","300","WESTON","CO","2","080710003002","81091","20200 STATE HIGHWAY 12","West","Mountain","WESTON","Not applicable","Not applicable","81091","(719)868-2715","","","Colorado","37.128165","","","-104.793057","","","Rural, remote","","08002","8071","804","08035","State Senate District 2","08064","08064","State House District 64","State house district","Yes","Yes","Yes","No","220","","","","","","","","","","","","","0","","","","","","","","0","0","0","0.000","0.000","0.000","0","0","0","Missing/not reported","-1.000","-1.000","0","0","0.000","","","","","","","8.000","8.690","0.000","1.000","0.000","7.000","7.000","2.000","0.000","2.000","4.000","0.000","1.500","0.000","1.000","1.000","0.000","Yes","376862","376862.219","365012","-2.000","133019.984","125767.203","66993.000","Pre-K","Yes participating without using any Provision or the CEP","7","Open","","School is eligible for Title I Targeted Assistance (TAS) and provides TAS program","Yes","","No","No","No"
mixed - most recent,"080726001255","Primero Junior-Senior High School","CO","Primero Reorganized School District No. 2","High","Regular school","No","12","No","Yes","Yes","113","07260","0801255","-104.793057","37.128165","0807260","Not applicable","Street address","CO-1590","Colorado","8071","1590-7164","20200 STATE HIGHWAY 12","00501","300","WESTON","CO","2","080710003002","81091","20200 STATE HIGHWAY 12","West","Mountain","WESTON","Not applicable","Not applicable","81091","(719)868-2715","","","Colorado","37.128165","","","-104.793057","","","Rural, remote","","08002","8071","804","08035","State Senate District 2","08064","08064","State House District 64","State house district","Yes","Yes","Yes","No","220","","","","","","","","","","","","","10","21","9","8","","","","8","16","11","7","46.000","7.000","-2.000","0","0","0","Missing/not reported","-1.000","-1.000","0","2","0.000","","","","","","","11.000","10.970","1.000","1.000","0.000","13.000","10.000","3.000","0.000","0.670","1.500","0.000","1.000","0.000","0.000","1.000","0.000","Yes","720178","2156385.750","358807","-2.000","66509.992","74653.000","66993.000","6","Yes participating without using any Provision or the CEP","10","Open","","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No"
mixed - most recent,"080609001026","Pritchett Elementary School","CO","Pritchett School District No. Re-3","Primary","Regular school","No","5","Yes","No","No","36","06090","0801026","-102.862237","37.372592","0806090","Not applicable","Street address","CO-0240","Colorado","8009","0240-7174","P O BOX 7","00501","964600","PRITCHETT","CO","2","080099646002","81064","533 IRVING STREET","West","Mountain","PRITCHETT","Not applicable","Not applicable","81064","(719)523-4045","","","Colorado","37.372592","No","61315","-102.862237","0861315","Pritchett town","Rural, remote","Governmentally active (incorporated)","08002","8009","804","08035","State Senate District 2","08064","08064","State House District 64","State house district","Yes","Yes","No","No","22","","","","","","","","","","","","","0","","","","","","","","0","0","0","0.000","0.000","0.000","0","0","0","Missing/not reported","-1.000","-1.000","0","0","0.000","","","","","","","3.000","3.300","0.000","0.000","0.000","5.000","4.000","0.000","0.000","0.000","1.330","0.000","1.000","0.000","0.000","0.000","0.000","No","86927","124457.000","121243","-2.000","36880.000","26514.000","2817.000","Pre-K","Yes participating without using any Provision or the CEP","4","Open","","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","Yes","Yes","No","No","No"
mixed - most recent,"080609001027","Pritchett High School","CO","Pritchett School District No. Re-3","High","Regular school","No","12","No","No","Yes","14","06090","0801027","-102.862237","37.372592","0806090","Not applicable","Street address","CO-0240","Colorado","8009","0240-7180","P O BOX 7","00501","964600","PRITCHETT","CO","2","080099646002","81064","533 IRVING STREET","West","Mountain","PRITCHETT","Not applicable","Not applicable","81064","(719)523-4045","","","Colorado","37.372592","No","61315","-102.862237","0861315","Pritchett town","Rural, remote","Governmentally active (incorporated)","08002","8009","804","08035","State Senate District 2","08064","08064","State House District 64","State house district","Yes","Yes","Yes","Yes","15","","","","","","","","","","","","","4","11","","","","","","","0","0","0","3.000","1.000","-2.000","0","0","0","Missing/not reported","-1.000","-1.000","0","0","0.000","","","","","","","3.000","2.670","0.830","0.000","0.000","10.000","10.000","0.000","0.000","0.330","2.000","0.000","1.000","0.000","0.000","0.000","0.000","No","107703","158603.000","141580","-2.000","22166.000","26514.000","6508.000","9","Yes participating without using any Provision or the CEP","2","Open","","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","Yes","Yes","No","No","No"
mixed - most recent,"080609001952","Pritchett Middle School","CO","Pritchett School District No. Re-3","Middle","Regular school","No","8","No","Yes","No","9","06090","0801952","-102.862237","37.372592","0806090","Not applicable","Street address","CO-0240","Colorado","8009","0240-7176","P O BOX 7","00501","964600","PRITCHETT","CO","2","080099646002","81064","533 IRVING STREET","West","Mountain","PRITCHETT","Not applicable","Not applicable","81064","(719)523-4045","","","Colorado","37.372592","No","61315","-102.862237","0861315","Pritchett town","Rural, remote","Governmentally active (incorporated)","08002","8009","804","08035","State Senate District 2","08064","08064","State House District 64","State house district","Yes","Yes","Yes","Yes","17","","","","","","","","","","","","","0","","","","","","","","0","1","0","1.000","1.000","-2.000","0","0","0","Missing/not reported","-1.000","-1.000","0","0","0.000","","","","","","","3.000","2.670","0.830","0.000","0.000","10.000","10.000","0.000","0.000","0.000","2.500","0.000","1.000","0.000","0.000","0.000","0.000","No","53425","107455.000","77953","-2.000","24666.000","26514.000","1848.000","6","Yes participating without using any Provision or the CEP","1","Open","","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","Yes","Yes","No","No","No"
mixed - most recent,"080002006853","Prospect Academy","CO","State Charter School Institute","Middle","Regular school","Yes","8","No","Yes","No","61","04800","0806853","-105.10433","39.797904","0800020","Not applicable","","CO-8001","Colorado","8059","8001-5499","5592 INDEPENDENCE STREET","00817","10308","ARVADA","CO","2","080590103082","80002","5592 INDEPENDENCE STREET","West","Mountain","ARVADA","216","19740","80002","(720)804-0018","Denver-Aurora-Broomfield, CO","Metropolitan statistical area","Colorado","39.797904","No","3455","-105.10433","0803455","Arvada city","Suburb, large","Governmentally active (incorporated)","08020","8059","807","08019","State Senate District 20","08027","08024","State House District 24","State house district","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","Yes participating without using any Provision or the CEP","7","New","","","","","","No","No"
mixed - most recent,"080690006507","Prospect Ridge Academy","CO","Adams 12 Five Star Schools","Other","Regular school","Yes","12","Yes","Yes","Yes","1453","06900","0806507","-105.0175","39.9943","0806900","Not applicable","Point address","CO-0020","Colorado","8014","0020-6802","2555 PREBLE CREEK PKWY","00804","31400","BROOMFIELD","CO","2","080140314002","80023","2555 PREBLE CREEK PKWY","West","Mountain","BROOMFIELD","216","19740","80023","(720)399-0300","Denver-Aurora-Broomfield, CO","Metropolitan statistical area","Colorado","39.9943","Yes","9280","-105.0175","0809280","Broomfield city","Rural, fringe","Governmentally active (incorporated)","08023","8014","802","08023","State Senate District 23","08033","08033","State House District 33","State house district","Yes","No","Yes","Yes","615","","","","","","","","23","184","12","26","","102","124","","120","","","","101","2","8","6","62.000","27.000","-2.000","0","0","0","Missing/not reported","-1.000","-1.000","0","2","0.000","","","","","","","72.000","69.690","2.500","5.000","5.800","14.000","60.000","5.000","9.290","6.390","22.420","0.000","16.100","0.200","1.000","0.000","1.830","No","3824899","4854019.500","2248923","76454.773","285972.406","666692.938","673206.000","Kindergarten","No","72","Open","","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No"
mixed - most recent,"080480000776","Prospect Valley Elementary School","CO","Jefferson County School District No. R-1","Primary","Regular school","No","5","Yes","No","No","425","04800","0800776","-105.1225","39.7644","0804800","Not applicable","Point address","CO-1420","Colorado","8059","1420-7190","3400 PIERSON STREET","00818","10503","WHEAT RIDGE","CO","2","080590105032","80033","3400 PIERSON STREET","West","Mountain","WHEAT RIDGE","216","19740","80033","(303)982-7535","Denver-Aurora-Broomfield, CO","Metropolitan statistical area","Colorado","39.7644","No","84440","-105.1225","0884440","Wheat Ridge city","Suburb, large","Governmentally active (incorporated)","08020","8059","807","08020","State Senate District 20","08024","08024","State House District 24","State house district","Yes","Yes","Yes","No","350","","","","","","","","","","","","","0","","","","","","","","7","6","1","11.000","9.000","-2.000","0","0","0","Missing/not reported","-1.000","-1.000","0","0","0.000","","","","","","","27.000","27.300","0.000","2.000","2.130","30.000","28.000","2.550","10.140","0.000","3.840","1.000","3.000","0.000","0.000","0.000","0.000","No","1258459","1824282.250","1511988","172684.625","186934.125","180049.953","251720.000","Kindergarten","Yes participating without using any Provision or the CEP","21","Open","","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No"
mixed - most recent,"080399006431","PSD Global Academy","CO","Poudre School District R-1","Other","Regular school","No","12","Yes","Yes","Yes","306","03990","0806431","-105.066913","40.566564","0803990","Not applicable","Point address","CO-1550","Colorado","8069","1550-7198","703 EAST PROSPECT ROAD","00200","901","FORT COLLINS","CO","1","080690009011","80521","703 EAST PROSPECT ROAD","West","Mountain","FORT COLLINS","Not applicable","22660","80521","(970)490-3086","Fort Collins-Loveland, CO","Metropolitan statistical area","Colorado","40.566564","Yes","27425","-105.066913","0827425","Fort Collins city","City, midsize","Governmentally active (incorporated)","08014","8069","802","08014","State Senate District 14","08052","08052","State House District 52","State house district","Yes","Yes","Yes","No","251","","","","","","","","2","","","","","24","26","4","18","","","","18","0","2","0","2.000","2.000","-2.000","0","0","0","Missing/not reported","-1.000","-1.000","0","2","0.000","","","","","","","12.000","12.020","0.000","0.650","2.250","36.000","35.000","7.000","0.670","0.700","1.430","0.000","1.000","0.000","0.000","0.000","0.000","No","568176","741301.625","268561","29521.400","52734.270","90869.930","152552.000","Kindergarten","Yes participating without using any Provision or the CEP","33","Open","","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","Supplemental virtual"
mixed - most recent,"080399006776","PSD Mountain Schools","CO","Poudre School District R-1","Primary","Regular school","No","5","Yes","No","No","99","03990","0806776","-105.610564","40.800076","0803990","Not applicable","","CO-1550","Colorado","8069","1550-0473","505 N COUNTY ROAD 73C","00101","2401","RED FEATHER LAKES","CO","2","080690024012","80545","505 N COUNTY ROAD 73C","West","Mountain","RED FEATHER LAKES","Not applicable","22660","80545","(970)488-6550","Fort Collins-Loveland, CO","Metropolitan statistical area","Colorado","40.800076","No","63320","-105.610564","0863320","Red Feather Lakes CDP","Rural, remote","Census-designated place","08015","8069","802","08015","State Senate District 15","08049","08049","State House District 49","State house district","Yes","Yes","No","No","104","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Pre-K","Yes participating without using any Provision or the CEP","11","Open","","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No"
